Sex,Sex,School Code,Playing Years,Playing Often,Playing Hours,Playing Games,Parent Revenue,Father Education,Mother Education,Grade,percentage,Error Check,Percentage
0,Female,4,1,3,2,1,1,2,4,62,"6200,00%",OK,62.00%
1,Male,4,3,1,1,1,2,5,5,62,"6200,00%",OK,62.00%
1,Male,4,1,1,2,1,2,3,3,40,"4000,00%",OK,40.00%
0,Female,4,2,5,4,1,2,2,4,80,"8000,00%",OK,80.00%
0,Female,4,0,0,0,0,3,4,2,75,"7500,00%",OK,75.00%
0,Female,4,1,3,2,1,3,5,4,68,"6800,00%",OK,68.00%
1,Male,4,3,3,2,1,3,2,2,88,"8800,00%",OK,88.00%
1,Male,4,1,1,3,1,2,4,4,56,"5600,00%",OK,56.00%
0,Female,4,1,3,1,1,2,3,3,67.2,"6720,00%",OK,67.20%
0,Female,4,0,0,0,0,4,4,4,76,"7600,00%",OK,76.00%
0,Female,4,0,0,0,0,1,4,4,70,"7000,00%",OK,70.00%
1,Male,4,3,1,3,1,2,4,2,60,"6000,00%",OK,60.00%
1,Male,4,1,4,1,1,2,5,3,42.5,"4250,00%",OK,42.50%
1,Male,4,1,5,2,1,2,5,4,80,"8000,00%",OK,80.00%
0,Female,4,0,0,0,0,3,4,4,97,"9700,00%",OK,97.00%
0,Female,4,0,0,0,0,2,4,4,75,"7500,00%",OK,75.00%
0,Female,4,0,0,0,0,2,4,4,92..00,"92,,00",ERROR,92.00%
1,Male,4,4,4,2,1,3,3,3,85,"8500,00%",OK,85.00%
0,Female,4,1,5,1,1,2,6,4,90,"9000,00%",OK,90.00%
0,Female,4,2,2,1,1,1,4,3,85,"8500,00%",OK,85.00%
0,Female,4,0,0,0,0,1,3,2,70,"7000,00%",OK,70.00%
1,Male,4,2,3,2,1,2,3,1,43,"4300,00%",OK,43.00%
0,Female,4,0,0,0,0,2,5,3,85,"8500,00%",OK,85.00%
1,Male,4,1,3,3,1,2,4,4,85,"8500,00%",OK,85.00%
0,Female,4,2,5,2,1,2,3,3,65,"6500,00%",OK,65.00%
0,Female,4,2,1,3,1,2,3,3,70,"7000,00%",OK,70.00%
0,Female,4,2,3,1,1,3,4,5,75,"7500,00%",OK,75.00%
1,Male,4,1,3,2,1,2,2,3,55,"5500,00%",OK,55.00%
1,Male,4,1,1,2,1,3,5,5,68,"6800,00%",OK,68.00%
1,Male,4,4,5,4,1,4,4,4,95,"9500,00%",OK,95.00%
1,Male,4,3,5,2,1,4,5,5,95,"9500,00%",OK,95.00%
1,Male,4,0,0,0,0,2,5,4,59.69,"5969,00%",OK,59.69%
1,Male,4,4,3,3,1,1,5,4,85,"8500,00%",OK,85.00%
1,Male,4,4,1,3,1,2,4,3,65,"6500,00%",OK,65.00%
1,Male,4,1,3,3,1,3,4,4,45,"4500,00%",OK,45.00%
0,Female,4,0,0,0,0,2,4,5,87.5,"8750,00%",OK,87.50%
1,Male,4,1,5,1,1,2,3,4,88,"8800,00%",OK,88.00%
1,Male,4,4,1,4,1,2,5,3,40,"4000,00%",OK,40.00%
0,Female,4,0,0,0,0,2,5,4,77,"7700,00%",OK,77.00%
1,Male,4,2,3,2,1,3,4,4,71,"7100,00%",OK,71.00%
0,Female,4,0,0,0,0,2,4,3,75,"7500,00%",OK,75.00%
0,Female,4,0,0,0,0,4,6,6,90,"9000,00%",OK,90.00%
1,Male,4,3,3,3,1,2,3,3,65,"6500,00%",OK,65.00%
1,Male,4,1,3,2,1,2,4,3,65,"6500,00%",OK,65.00%
1,Male,5,4,1,3,1,3,5,4,100,"10000,00%",OK,100.00%
0,Female,5,2,5,2,1,4,5,3,100,"10000,00%",OK,100.00%
1,Male,5,2,4,2,1,3,4,2,100,"10000,00%",OK,100.00%
1,Male,5,2,4,3,1,4,2,4,100,"10000,00%",OK,100.00%
1,Male,5,3,4,1,1,2,4,4,90.5,"9050,00%",OK,90.50%
0,Female,5,0,0,0,0,3,3,4,100,"10000,00%",OK,100.00%
1,Male,5,4,1,5,1,1,4,3,80,"8000,00%",OK,80.00%
1,Male,5,2,1,2,1,2,5,3,85,"8500,00%",OK,85.00%
0,Female,5,1,5,1,1,4,6,6,100,"10000,00%",OK,100.00%
0,Female,5,1,3,1,1,3,5,3,100,"10000,00%",OK,100.00%
0,Female,5,2,3,3,1,4,4,4,100,"10000,00%",OK,100.00%
1,Male,5,2,5,3,1,3,4,3,85,"8500,00%",OK,85.00%
1,Male,5,3,4,1,1,4,4,4,90,"9000,00%",OK,90.00%
1,Male,5,0,0,0,0,3,4,5,85,"8500,00%",OK,85.00%
1,Male,5,4,1,4,1,3,4,4,100,"10000,00%",OK,100.00%
0,Female,5,4,2,3,1,4,5,3,80,"8000,00%",OK,80.00%
0,Female,5,0,0,0,0,4,4,4,90,"9000,00%",OK,90.00%
0,Female,5,3,3,2,1,2,3,3,100,"10000,00%",OK,100.00%
0,Female,5,1,2,1,1,3,4,4,96.5,"9650,00%",OK,96.50%
0,Female,5,2,4,3,1,3,4,4,85,"8500,00%",OK,85.00%
0,Female,5,0,0,0,0,2,5,4,100,"10000,00%",OK,100.00%
0,Female,5,0,0,0,0,2,4,4,100,"10000,00%",OK,100.00%
1,Male,5,0,0,0,0,3,6,5,98,"9800,00%",OK,98.00%
0,Female,5,3,5,2,1,4,6,5,100,"10000,00%",OK,100.00%
1,Male,5,3,1,4,1,2,4,3,92,"9200,00%",OK,92.00%
1,Male,5,4,4,2,1,2,5,4,90,"9000,00%",OK,90.00%
0,Female,5,3,3,1,1,3,4,4,85,"8500,00%",OK,85.00%
0,Female,5,1,5,2,1,4,5,4,85,"8500,00%",OK,85.00%
0,Female,5,0,0,0,0,2,5,4,100,"10000,00%",OK,100.00%
1,Male,5,1,3,2,1,2,5,5,72.5,"7250,00%",OK,72.50%
1,Male,5,3,3,2,1,4,4,4,85,"8500,00%",OK,85.00%
0,Female,6,1,5,2,1,4,4,4,100,"10000,00%",OK,100.00%
1,Male,6,2,1,2,1,4,5,5,100,"10000,00%",OK,100.00%
1,Male,6,1,4,1,1,4,2,2,100,"10000,00%",OK,100.00%
1,Male,6,4,5,5,1,4,3,3,85,"8500,00%",OK,85.00%
1,Male,6,0,0,0,0,3,2,4,100,"10000,00%",OK,100.00%
0,Female,6,2,3,1,1,2,3,3,75,"7500,00%",OK,75.00%
1,Male,6,2,5,2,1,4,2,2,100,"10000,00%",OK,100.00%
1,Male,6,3,5,3,1,4,0,6,100,"10000,00%",OK,100.00%
1,Male,6,4,1,4,1,1,4,4,100,"10000,00%",OK,100.00%
0,Female,6,0,0,0,0,3,4,5,100,"10000,00%",OK,100.00%
1,Male,6,4,3,3,1,4,6,4,100,"10000,00%",OK,100.00%
1,Male,6,3,2,3,1,3,6,6,100,"10000,00%",OK,100.00%
1,Male,6,4,5,5,1,4,4,4,70,"7000,00%",OK,70.00%
1,Male,6,3,5,2,1,3,6,5,100,"10000,00%",OK,100.00%
1,Male,6,0,0,0,0,3,5,3,100,"10000,00%",OK,100.00%
0,Female,6,0,0,0,0,3,5,4,100,"10000,00%",OK,100.00%
1,Male,6,3,2,2,1,4,6,6,100,"10000,00%",OK,100.00%
1,Male,6,1,5,2,1,4,6,5,100,"10000,00%",OK,100.00%
1,Male,6,3,1,3,1,3,5,5,100,"10000,00%",OK,100.00%
0,Female,6,0,0,0,0,4,6,5,90,"9000,00%",OK,90.00%
1,Male,6,3,5,2,1,2,4,4,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,4,4,95,"9500,00%",OK,95.00%
1,Male,7,1,2,1,1,0,5,3,100,"10000,00%",OK,100.00%
0,Female,7,3,2,1,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,7,3,2,2,1,0,4,3,85,"8500,00%",OK,85.00%
1,Male,7,2,5,1,1,0,4,5,90,"9000,00%",OK,90.00%
0,Female,7,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,5,4,90,"9000,00%",OK,90.00%
1,Male,7,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,1,5,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,1,5,1,1,0,4,4,86,"8600,00%",OK,86.00%
0,Female,7,3,2,1,1,0,5,5,90,"9000,00%",OK,90.00%
1,Male,7,3,5,3,1,0,3,3,90,"9000,00%",OK,90.00%
1,Male,7,3,5,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,3,4,3,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,7,1,2,2,1,0,4,4,95,"9500,00%",OK,95.00%
1,Male,7,2,2,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,3,2,3,1,0,3,3,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,5,4,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,7,2,5,3,1,0,4,5,100,"10000,00%",OK,100.00%
1,Male,7,1,4,1,1,0,6,6,100,"10000,00%",OK,100.00%
1,Male,7,2,3,2,1,0,5,4,90,"9000,00%",OK,90.00%
1,Male,7,2,4,3,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,2,3,3,1,0,4,2,85,"8500,00%",OK,85.00%
1,Male,7,1,4,1,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
1,Male,7,1,5,1,1,0,3,2,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,5,6,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,0,0,0,0,0,4,3,95,"9500,00%",OK,95.00%
1,Male,7,4,5,3,1,0,4,4,100,"10000,00%",OK,100.00%
1,Male,7,1,3,1,1,0,2,2,100,"10000,00%",OK,100.00%
0,Female,7,4,5,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,0,0,0,0,0,4,5,98,"9800,00%",OK,98.00%
1,Male,7,1,5,1,1,0,4,4,97,"9700,00%",OK,97.00%
0,Female,7,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
1,Male,7,1,4,2,1,0,4,4,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,7,0,0,0,0,0,5,5,90,"9000,00%",OK,90.00%
1,Male,7,4,5,3,1,0,4,4,97,"9700,00%",OK,97.00%
0,Female,7,0,0,0,0,0,5,3,97,"9700,00%",OK,97.00%
1,Male,8,0,0,0,0,1,3,3,75,"7500,00%",OK,75.00%
1,Male,8,1,1,1,1,2,4,3,65,"6500,00%",OK,65.00%
0,Female,8,1,5,1,1,1,4,2,56,"5600,00%",OK,56.00%
1,Male,8,3,4,3,1,2,3,2,50,"5000,00%",OK,50.00%
1,Male,8,3,2,2,1,3,3,3,72,"7200,00%",OK,72.00%
0,Female,8,2,5,2,1,2,4,3,87,"8700,00%",OK,87.00%
1,Male,8,0,0,0,0,3,4,4,67.5,"6750,00%",OK,67.50%
0,Female,8,0,0,0,0,3,4,4,80,"8000,00%",OK,80.00%
0,Female,8,0,0,0,0,2,2,2,80,"8000,00%",OK,80.00%
1,Male,8,1,3,1,1,2,5,3,85,"8500,00%",OK,85.00%
0,Female,8,0,0,0,0,2,2,2,95,"9500,00%",OK,95.00%
1,Male,8,1,4,2,1,1,3,1,60,"6000,00%",OK,60.00%
1,Male,8,0,0,0,0,1,3,3,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,2,4,4,100,"10000,00%",OK,100.00%
0,Female,8,4,1,1,1,1,4,4,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,2,4,4,75,"7500,00%",OK,75.00%
1,Male,8,0,0,0,0,3,3,4,87.5,"8750,00%",OK,87.50%
0,Female,8,2,4,2,1,2,4,3,95,"9500,00%",OK,95.00%
0,Female,8,0,0,0,0,1,4,2,87.5,"8750,00%",OK,87.50%
0,Female,8,0,0,0,0,1,3,2,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,1,5,2,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,1,4,4,83,"8300,00%",OK,83.00%
1,Male,8,3,3,3,1,2,4,2,85,"8500,00%",OK,85.00%
1,Male,8,0,0,0,0,2,4,2,77.5,"7750,00%",OK,77.50%
1,Male,8,2,3,2,1,2,2,2,65,"6500,00%",OK,65.00%
1,Male,8,0,0,0,0,2,5,3,95,"9500,00%",OK,95.00%
1,Male,8,1,3,1,1,1,3,3,75,"7500,00%",OK,75.00%
1,Male,8,2,2,2,1,3,4,2,75,"7500,00%",OK,75.00%
0,Female,8,0,0,0,0,2,3,2,95,"9500,00%",OK,95.00%
1,Male,8,2,3,1,1,2,3,5,82.5,"8250,00%",OK,82.50%
1,Male,8,2,4,1,1,2,2,3,60,"6000,00%",OK,60.00%
1,Male,8,2,5,4,2,1,3,2,40,"4000,00%",OK,40.00%
0,Female,8,0,0,0,0,2,4,4,65,"6500,00%",OK,65.00%
1,Male,8,3,5,1,1,2,4,4,78,"7800,00%",OK,78.00%
0,Female,8,2,4,3,1,2,4,4,75,"7500,00%",OK,75.00%
0,Female,8,0,0,0,0,2,4,2,85.5,"8550,00%",OK,85.50%
0,Female,8,2,3,1,1,2,4,4,70,"7000,00%",OK,70.00%
1,Male,8,4,3,3,1,2,4,2,80,"8000,00%",OK,80.00%
0,Female,8,2,3,3,1,2,2,2,65,"6500,00%",OK,65.00%
1,Male,8,1,4,2,1,3,4,2,67,"6700,00%",OK,67.00%
1,Male,8,2,2,2,1,3,5,5,50,"5000,00%",OK,50.00%
1,Male,8,1,2,2,1,1,3,2,50,"5000,00%",OK,50.00%
1,Male,8,2,5,1,1,1,2,2,33,"3300,00%",OK,33.00%
1,Male,8,1,4,1,1,1,5,3,90,"9000,00%",OK,90.00%
1,Male,8,3,5,2,1,1,4,2,85.3,"8530,00%",OK,85.30%
0,Female,8,1,1,1,1,2,4,2,52,"5200,00%",OK,52.00%
0,Female,8,0,0,0,0,2,4,3,53,"5300,00%",OK,53.00%
0,Female,8,1,4,1,1,2,4,4,70,"7000,00%",OK,70.00%
0,Female,8,0,0,0,0,2,4,4,70.5,"7050,00%",OK,70.50%
1,Male,8,1,4,2,1,2,4,3,70,"7000,00%",OK,70.00%
1,Male,8,1,5,2,1,4,2,1,49.53,"4953,00%",OK,49.53%
1,Male,8,1,2,2,1,2,4,4,68,"6800,00%",OK,68.00%
1,Male,8,2,1,2,1,2,4,4,50,"5000,00%",OK,50.00%
0,Female,8,0,0,0,0,2,2,2,80.5,"8050,00%",OK,80.50%
1,Male,8,2,3,2,1,2,2,2,72.1,"7210,00%",OK,72.10%
1,Male,8,2,3,3,1,1,2,3,40,"4000,00%",OK,40.00%
1,Male,8,2,2,1,1,2,3,3,80.33,"8033,00%",OK,80.33%
0,Female,8,2,3,3,1,2,0,3,90,"9000,00%",OK,90.00%
1,Male,8,3,1,3,1,2,4,4,92.5,"9250,00%",OK,92.50%
0,Female,8,1,5,1,1,2,4,3,92.5,"9250,00%",OK,92.50%
1,Male,8,3,1,4,1,4,5,4,60,"6000,00%",OK,60.00%
1,Male,8,2,5,3,1,3,4,5,56.5,"5650,00%",OK,56.50%
1,Male,8,4,2,4,1,2,4,4,95,"9500,00%",OK,95.00%
0,Female,8,0,0,0,0,1,4,2,92,"9200,00%",OK,92.00%
0,Female,8,0,0,0,0,2,3,4,75,"7500,00%",OK,75.00%
1,Male,8,2,3,2,1,2,2,3,65,"6500,00%",OK,65.00%
1,Male,8,1,5,1,1,1,2,1,80,"8000,00%",OK,80.00%
0,Female,8,3,5,1,1,1,4,2,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,1,3,4,95,"9500,00%",OK,95.00%
1,Male,8,0,0,0,0,1,4,2,80,"8000,00%",OK,80.00%
0,Female,8,2,5,1,1,2,3,1,70,"7000,00%",OK,70.00%
1,Male,8,2,3,2,1,1,3,3,55,"5500,00%",OK,55.00%
0,Female,8,1,5,1,1,1,4,3,72.5,"7250,00%",OK,72.50%
1,Male,8,1,1,4,1,1,3,3,55,"5500,00%",OK,55.00%
0,Female,8,0,0,0,0,1,4,4,96,"9600,00%",OK,96.00%
0,Female,8,0,0,0,0,2,4,4,72,"7200,00%",OK,72.00%
0,Female,8,0,0,0,0,2,3,2,80,"8000,00%",OK,80.00%
0,Female,8,3,2,1,1,3,5,4,80,"8000,00%",OK,80.00%
0,Female,8,2,5,1,1,2,4,6,100,"10000,00%",OK,100.00%
0,Female,8,0,0,0,0,1,2,2,75,"7500,00%",OK,75.00%
1,Male,8,0,0,0,0,3,3,4,94.5,"9450,00%",OK,94.50%
1,Male,8,0,0,0,0,1,3,1,60,"6000,00%",OK,60.00%
0,Female,8,0,0,0,0,1,2,4,90,"9000,00%",OK,90.00%
0,Female,8,0,0,0,0,1,3,2,50,"5000,00%",OK,50.00%
1,Male,8,0,0,0,0,1,3,4,75,"7500,00%",OK,75.00%
1,Male,8,0,0,0,0,1,2,2,60,"6000,00%",OK,60.00%
1,Male,8,0,0,0,0,2,3,4,80,"8000,00%",OK,80.00%
1,Male,8,0,0,0,0,2,4,2,50,"5000,00%",OK,50.00%
0,Female,8,0,0,0,0,1,5,2,85,"8500,00%",OK,85.00%
0,Female,8,0,0,0,0,2,2,4,89,"8900,00%",OK,89.00%
0,Female,8,0,0,0,0,2,3,2,85,"8500,00%",OK,85.00%
0,Female,8,1,5,1,1,1,3,2,80,"8000,00%",OK,80.00%
0,Female,8,0,0,0,0,2,3,3,95,"9500,00%",OK,95.00%
1,Male,8,1,1,1,1,4,4,4,70,"7000,00%",OK,70.00%
0,Female,8,3,1,3,1,3,2,3,65,"6500,00%",OK,65.00%
0,Female,8,0,0,0,0,1,3,2,45,"4500,00%",OK,45.00%
1,Male,8,0,0,0,0,2,4,5,60,"6000,00%",OK,60.00%
1,Male,8,3,4,4,1,1,2,3,85,"8500,00%",OK,85.00%
0,Female,8,0,0,0,0,3,3,3,75.6,"7560,00%",OK,75.60%
1,Male,8,2,1,3,1,3,5,5,79.8,"7980,00%",OK,79.80%
1,Male,8,2,5,2,1,2,2,4,70,"7000,00%",OK,70.00%
0,Female,8,0,0,0,0,1,2,2,88,"8800,00%",OK,88.00%
1,Male,8,0,0,0,0,2,2,2,74,"7400,00%",OK,74.00%
1,Male,8,2,5,1,1,3,4,4,80,"8000,00%",OK,80.00%
0,Female,8,2,3,2,1,2,3,2,60,"6000,00%",OK,60.00%
0,Female,8,0,0,0,0,1,1,1,75,"7500,00%",OK,75.00%
0,Female,8,0,0,0,0,1,3,4,85,"8500,00%",OK,85.00%
1,Male,8,3,1,3,1,2,5,5,79,"7900,00%",OK,79.00%
1,Male,8,3,1,4,1,2,6,4,90,"9000,00%",OK,90.00%
0,Female,8,2,4,3,1,2,4,3,87,"8700,00%",OK,87.00%
1,Male,8,1,1,1,1,1,5,2,55,"5500,00%",OK,55.00%
0,Female,8,0,0,0,0,3,3,4,98,"9800,00%",OK,98.00%
1,Male,8,1,4,1,1,2,5,4,80,"8000,00%",OK,80.00%
1,Male,8,0,0,0,0,1,4,2,67,"6700,00%",OK,67.00%
1,Male,8,2,1,4,1,2,4,3,75,"7500,00%",OK,75.00%
1,Male,8,1,1,1,1,2,2,3,75,"7500,00%",OK,75.00%
1,Male,8,3,3,2,1,1,2,3,90,"9000,00%",OK,90.00%
0,Female,8,2,2,2,1,2,4,3,67.5,"6750,00%",OK,67.50%
1,Male,9,0,0,0,0,0,4,3,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,4,4,80,"8000,00%",OK,80.00%
1,Male,9,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,9,1,5,1,1,0,4,3,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,3,85,"8500,00%",OK,85.00%
0,Female,9,0,0,0,0,0,5,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,4,5,3,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,2,4,2,1,0,5,5,90,"9000,00%",OK,90.00%
0,Female,9,2,4,2,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,4,3,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,3,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,6,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,2,5,2,1,0,6,6,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,85,"8500,00%",OK,85.00%
1,Male,9,3,5,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,4,4,3,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,2,5,1,1,0,5,4,80,"8000,00%",OK,80.00%
1,Male,9,4,2,2,1,0,6,5,100,"10000,00%",OK,100.00%
1,Male,9,0,0,0,0,0,3,3,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,3,4,100,"10000,00%",OK,100.00%
1,Male,9,1,4,1,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,90,"9000,00%",OK,90.00%
0,Female,9,1,5,1,1,0,4,4,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,2,2,1,1,0,5,4,80,"8000,00%",OK,80.00%
0,Female,9,1,1,1,1,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,4,1,2,1,0,3,3,60,"6000,00%",OK,60.00%
1,Male,9,1,3,1,1,0,4,4,100,"10000,00%",OK,100.00%
0,Female,9,2,5,1,1,0,3,3,60,"6000,00%",OK,60.00%
0,Female,9,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,5,4,100,"10000,00%",OK,100.00%
0,Female,9,3,4,1,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
1,Male,9,3,5,3,1,0,5,5,85,"8500,00%",OK,85.00%
1,Male,9,3,1,2,1,0,5,5,70,"7000,00%",OK,70.00%
1,Male,9,1,1,4,1,0,5,5,100,"10000,00%",OK,100.00%
0,Female,9,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
1,Male,9,2,3,2,1,0,6,6,98.5,"9850,00%",OK,98.50%
0,Female,9,0,0,0,0,0,4,4,100,"10000,00%",OK,100.00%
1,Male,9,0,0,0,0,0,5,5,100,"10000,00%",OK,100.00%
1,Male,9,4,1,2,1,0,5,4,100,"10000,00%",OK,100.00%
1,Male,9,4,5,5,1,0,5,6,100,"10000,00%",OK,100.00%
0,Female,10,0,0,0,0,2,4,4,80,"8000,00%",OK,80.00%
0,Female,10,0,0,0,0,2,4,3,84,"8400,00%",OK,84.00%
0,Female,10,0,0,0,0,1,4,4,95.33,"9533,00%",OK,95.33%
0,Female,10,4,3,1,1,2,4,2,87,"8700,00%",OK,87.00%
0,Female,10,1,5,1,1,4,4,2,90,"9000,00%",OK,90.00%
0,Female,10,1,5,1,1,1,3,4,45,"4500,00%",OK,45.00%
0,Female,10,0,0,0,0,2,4,2,90,"9000,00%",OK,90.00%
0,Female,10,4,3,1,1,1,3,4,65,"6500,00%",OK,65.00%
0,Female,10,0,0,0,0,2,5,2,100,"10000,00%",OK,100.00%
0,Female,10,1,5,1,1,3,6,5,98,"9800,00%",OK,98.00%
0,Female,10,0,0,0,0,1,3,1,63,"6300,00%",OK,63.00%
0,Female,10,1,3,1,1,2,3,3,70,"7000,00%",OK,70.00%
0,Female,10,0,0,0,0,2,3,4,75,"7500,00%",OK,75.00%
0,Female,10,0,0,0,0,4,4,5,80,"8000,00%",OK,80.00%
0,Female,10,0,0,0,0,3,3,3,62,"6200,00%",OK,62.00%
0,Female,10,0,0,0,0,3,4,2,80,"8000,00%",OK,80.00%
0,Female,10,0,0,0,0,2,4,4,67,"6700,00%",OK,67.00%
1,Male,10,2,5,2,1,4,3,3,72.5,"7250,00%",OK,72.50%
1,Male,10,0,0,0,0,1,2,3,46.5,"4650,00%",OK,46.50%
1,Male,10,3,5,3,1,1,3,4,80,"8000,00%",OK,80.00%
1,Male,10,3,3,3,1,3,5,5,90,"9000,00%",OK,90.00%
1,Male,10,3,5,5,1,3,5,4,90,"9000,00%",OK,90.00%
1,Male,10,4,1,2,1,3,4,2,63,"6300,00%",OK,63.00%
1,Male,10,3,4,1,1,3,3,3,70,"7000,00%",OK,70.00%
1,Male,10,3,5,2,1,1,4,3,77,"7700,00%",OK,77.00%
1,Male,10,3,4,3,1,2,3,4,96,"9600,00%",OK,96.00%
1,Male,10,1,2,3,1,2,5,4,70,"7000,00%",OK,70.00%
1,Male,10,2,3,1,1,2,5,5,62,"6200,00%",OK,62.00%
1,Male,10,4,4,3,1,1,5,2,50,"5000,00%",OK,50.00%
1,Male,10,4,3,2,1,3,5,5,76,"7600,00%",OK,76.00%
0,Female,10,0,0,0,0,1,3,3,91,"9100,00%",OK,91.00%
1,Male,10,2,2,2,1,2,4,2,92,"9200,00%",OK,92.00%
1,Male,11,1,5,1,1,1,2,4,75,"7500,00%",OK,75.00%
1,Male,11,2,5,3,1,2,1,2,95.5,"9550,00%",OK,95.50%
0,Female,11,1,4,1,1,3,4,2,50,"5000,00%",OK,50.00%
0,Female,11,1,5,1,1,1,2,2,75.5,"7550,00%",OK,75.50%
0,Female,11,4,1,2,1,2,4,4,80,"8000,00%",OK,80.00%
0,Female,11,2,4,1,1,2,4,3,80,"8000,00%",OK,80.00%
0,Female,11,1,5,2,1,2,4,4,85,"8500,00%",OK,85.00%
1,Male,11,4,1,1,1,1,2,2,65,"6500,00%",OK,65.00%
1,Male,11,4,1,3,1,3,4,5,90,"9000,00%",OK,90.00%
0,Female,11,0,0,0,0,2,3,1,70,"7000,00%",OK,70.00%
0,Female,11,0,0,0,0,3,3,2,90,"9000,00%",OK,90.00%
1,Male,11,4,1,3,1,2,4,3,85,"8500,00%",OK,85.00%
0,Female,11,4,1,5,1,2,2,2,80,"8000,00%",OK,80.00%
0,Female,11,3,3,2,1,1,2,3,85,"8500,00%",OK,85.00%
0,Female,11,3,3,2,1,2,4,2,85,"8500,00%",OK,85.00%
0,Female,11,1,3,1,1,1,2,4,65,"6500,00%",OK,65.00%
1,Male,11,4,1,2,1,1,3,2,65,"6500,00%",OK,65.00%
0,Female,11,4,1,4,1,1,2,2,60.5,"6050,00%",OK,60.50%
1,Male,11,2,1,2,1,2,3,3,63,"6300,00%",OK,63.00%
1,Male,11,4,1,3,1,2,3,2,55,"5500,00%",OK,55.00%
1,Male,8,4,1,5,1,1,2,3,66,"6600,00%",OK,66.00%
1,Male,8,1,4,1,1,2,4,4,85,"8500,00%",OK,85.00%
1,Male,8,1,3,2,1,2,3,4,97,"9700,00%",OK,97.00%
0,Female,8,2,2,1,1,3,3,4,85,"8500,00%",OK,85.00%
1,Male,8,0,0,0,0,2,3,4,82.2,"8220,00%",OK,82.20%
0,Female,8,0,0,0,0,3,5,3,75,"7500,00%",OK,75.00%
0,Female,8,1,5,1,1,1,5,2,81,"8100,00%",OK,81.00%
0,Female,8,4,1,2,1,3,3,4,83.5,"8350,00%",OK,83.50%
1,Male,8,4,1,2,1,4,3,3,70,"7000,00%",OK,70.00%
